
Histogram for surgery.txt:
"wasserman" appears 2 times
"tetanus" appears 2 times
"dome" appears 2 times
"expend" appears 2 times
"protection" appears 2 times
"questions" appears 2 times
"outlook" appears 2 times
"extravasations" appears 2 times
"miliary" appears 2 times
"college" appears 2 times
"pole" appears 2 times
"lacerations" appears 2 times
"remote" appears 2 times
"disintegrated" appears 2 times
"experimentally" appears 2 times
"differentiation" appears 2 times
"stimulating" appears 2 times
"giddy" appears 2 times
"dazed" appears 2 times
"tetanic" appears 2 times
"seizure" appears 2 times
"pinched" appears 2 times
"imperceptibly" appears 2 times
"lucid" appears 2 times
"leiter" appears 2 times
"temple" appears 2 times
"atropin" appears 2 times
"shaded" appears 2 times
"convince" appears 2 times
"stertor" appears 2 times
"quiet" appears 2 times
"furnishes" appears 2 times
"ani" appears 2 times
"irresponsive" appears 2 times
"ophthalmoscopic" appears 2 times
"resumed" appears 2 times
"aggravate" appears 2 times
"arrive" appears 2 times
"possibilities" appears 2 times
"error" appears 2 times
"presumption" appears 2 times
"poison" appears 2 times
"forthcoming" appears 2 times
"laudanum" appears 2 times
"statements" appears 2 times
"classical" appears 2 times
"drowsy" appears 2 times
"cerebration" appears 2 times
"calvaria" appears 2 times
"mischief" appears 2 times
"helps" appears 2 times
"vomits" appears 2 times
"stupor" appears 2 times
"ward" appears 2 times
"presentation" appears 2 times
"thumbs" appears 2 times
"cuts" appears 2 times
"remission" appears 2 times
"discoverable" appears 2 times
"predisposed" appears 2 times
"developing" appears 2 times
"bayonet" appears 2 times
"exceeded" appears 2 times
"reported" appears 2 times
"spherical" appears 2 times
"live" appears 2 times
"gaps" appears 2 times
"sponged" appears 2 times
"auscultation" appears 2 times
"died" appears 2 times
"agreed" appears 2 times
"elevating" appears 2 times
"prophylactic" appears 2 times
"survives" appears 2 times
"antiseptics" appears 2 times
"plugged" appears 2 times
"coli" appears 2 times
"travels" appears 2 times
"conveyed" appears 2 times
"bedside" appears 2 times
"protective" appears 2 times
"shivering" appears 2 times
"percival" appears 2 times
"hemispheres" appears 2 times
"periodically" appears 2 times
"constipated" appears 2 times
"erratic" appears 2 times
"enemata" appears 2 times
"epidemic" appears 2 times
"infiltrated" appears 2 times
"expressionless" appears 2 times
"ordinated" appears 2 times
"seizures" appears 2 times
"evacuation" appears 2 times
"thrombosed" appears 2 times
"yawning" appears 2 times
"beat" appears 2 times
"cribriform" appears 2 times
"saved" appears 2 times
"thrombo" appears 2 times
"cerebrum" appears 2 times
"hypersensitive" appears 2 times
"comatose" appears 2 times
"diarrh" appears 2 times
"moist" appears 2 times
"thrombus" appears 2 times
"dissemination" appears 2 times
"victor" appears 2 times
"petrosal" appears 2 times
"kernig" appears 2 times
"calcified" appears 2 times
"void" appears 2 times
"coughs" appears 2 times
"simplified" appears 2 times
"tapping" appears 2 times
"injecting" appears 2 times
"hogarth" appears 2 times
"pringle" appears 2 times
"synonymous" appears 2 times
"eyebrows" appears 2 times
"blocking" appears 2 times
"establishment" appears 2 times
"deaf" appears 2 times
"dumb" appears 2 times
"sarcomatous" appears 2 times
"galton" appears 2 times
"iodides" appears 2 times
"destroys" appears 2 times
"palliate" appears 2 times
"hypophysis" appears 2 times
"hyperpituitarism" appears 2 times
"acromegaly" appears 2 times
"hypopituitarism" appears 2 times
"genital" appears 2 times
"retina" appears 2 times
"hemianopsia" appears 2 times
"none" appears 2 times
"herniated" appears 2 times
"horny" appears 2 times
"implant" appears 2 times
"recognising" appears 2 times
"flavours" appears 2 times
"strabismus" appears 2 times
"accommodation" appears 2 times
"ciliary" appears 2 times
"externa" appears 2 times
"patheticus" appears 2 times
"stylo" appears 2 times
"emotional" appears 2 times
"speaks" appears 2 times
"puff" appears 2 times
"consonants" appears 2 times
"chorda" appears 2 times
"bramwell" appears 2 times
"reactions" appears 2 times
"histrionic" appears 2 times
"blepharospasm" appears 2 times
"equilibration" appears 2 times
"pneumogastric" appears 2 times
"dilate" appears 2 times
"cilio" appears 2 times
"exposes" appears 2 times
"eaten" appears 2 times
"scraped" appears 2 times
"alarming" appears 2 times
"ligamenta" appears 2 times
"flava" appears 2 times
"identify" appears 2 times
"tubular" appears 2 times
"staining" appears 2 times
"india" appears 2 times
"paget" appears 2 times
"vehicle" appears 2 times
"cramps" appears 2 times
"thorburn" appears 2 times
"preserved" appears 2 times
"dilator" appears 2 times
"records" appears 2 times
"difference" appears 2 times
"instantaneously" appears 2 times
"judicial" appears 2 times
"inclusive" appears 2 times
"bowel" appears 2 times
"straining" appears 2 times
"kidneys" appears 2 times
"selective" appears 2 times
"bruises" appears 2 times
"abolition" appears 2 times
"compensation" appears 2 times
"terrifying" appears 2 times
"dreams" appears 2 times
"doctor" appears 2 times
"loins" appears 2 times
"forbidden" appears 2 times
"acutely" appears 2 times
"caseation" appears 2 times
"sink" appears 2 times
"gnawing" appears 2 times
"ache" appears 2 times
"nodding" appears 2 times
"boarding" appears 2 times
"acuteness" appears 2 times
"cheesy" appears 2 times
"persisted" appears 2 times
"barrow" appears 2 times
"window" appears 2 times
"lukewarm" appears 2 times
"museums" appears 2 times
"telescoping" appears 2 times
"physically" appears 2 times
"advances" appears 2 times
"inhaled" appears 2 times
"refuses" appears 2 times
"thing" appears 2 times
"continuously" appears 2 times
"helpful" appears 2 times
"dolorosa" appears 2 times
"blastomycosis" appears 2 times
"wet" appears 2 times
"gastro" appears 2 times
"intestinal" appears 2 times
"originated" appears 2 times
"fibromas" appears 2 times
"alleviated" appears 2 times
"excitability" appears 2 times
"neural" appears 2 times
"syringo" appears 2 times
"furrow" appears 2 times
"threatening" appears 2 times
"succumbs" appears 2 times
"reuniens" appears 2 times
"incising" appears 2 times
"alimentary" appears 2 times
"gut" appears 2 times
"neurenteric" appears 2 times
"cylindrical" appears 2 times
"vigour" appears 2 times
"sits" appears 2 times
"heading" appears 2 times
"lessons" appears 2 times
"piano" appears 2 times
"shortness" appears 2 times
"palpitation" appears 2 times
"sloping" appears 2 times
"astride" appears 2 times
"adjuvants" appears 2 times
"graduated" appears 2 times
"crawls" appears 2 times
"sends" appears 2 times
"dentition" appears 2 times
"maxill" appears 2 times
"regurgitate" appears 2 times
"expelled" appears 2 times
"send" appears 2 times
"gold" appears 2 times
"suction" appears 2 times
"dissecting" appears 2 times
"ectropion" appears 2 times
"ulcerative" appears 2 times
"ulcerating" appears 2 times
"crateriform" appears 2 times
"circum" appears 2 times
"atmospheric" appears 2 times
"canthus" appears 2 times
"extracting" appears 2 times
"lens" appears 2 times
"ophthalmia" appears 2 times
"bistoury" appears 2 times
"bleeds" appears 2 times
"dusky" appears 2 times
"sacrifice" appears 2 times
"vesicles" appears 2 times
"constantly" appears 2 times
"greyish" appears 2 times
"clay" appears 2 times
"sexes" appears 2 times
"aphthous" appears 2 times
"unhealthy" appears 2 times
"spots" appears 2 times
"thrush" appears 2 times
"nitrate" appears 2 times
"decayed" appears 2 times
"astringent" appears 2 times
"gangrenous" appears 2 times
"excoriations" appears 2 times
"foul" appears 2 times
"surroundings" appears 2 times
"hacking" appears 2 times
"harmless" appears 2 times
"staff" appears 2 times
"gargles" appears 2 times
"ammonium" appears 2 times
"plugs" appears 2 times
"wiped" appears 2 times
"obstruct" appears 2 times
"violet" appears 2 times
"steam" appears 2 times
"vapour" appears 2 times
"scoop" appears 2 times
"snores" appears 2 times
"suffocative" appears 2 times
"stupid" appears 2 times
"tannic" appears 2 times
"stabbing" appears 2 times
"paler" appears 2 times
"encroaches" appears 2 times
"efficacious" appears 2 times
"eruptive" appears 2 times
"promptly" appears 2 times
"enamel" appears 2 times
"pulpitis" appears 2 times
"alveolo" appears 2 times
"lancinating" appears 2 times
"periodontal" appears 2 times
"inspissated" appears 2 times
"alveoli" appears 2 times
"dentifrices" appears 2 times
"tartar" appears 2 times
"myeloid" appears 2 times
"crackles" appears 2 times
"odontoma" appears 2 times
"radiation" appears 2 times
"shrinkage" appears 2 times
"ether" appears 2 times
"mucoid" appears 2 times
"patrick" appears 2 times
"heron" appears 2 times
"oppose" appears 2 times
"overlaps" appears 2 times
"loosened" appears 2 times
"laughing" appears 2 times
"bread" appears 2 times
"vallate" appears 2 times
"connects" appears 2 times
"apical" appears 2 times
"lingu" appears 2 times
"ranine" appears 2 times
"lozenge" appears 2 times
"chewing" appears 2 times
"spirits" appears 2 times
"ointments" appears 2 times
"reinfecting" appears 2 times
"tuberous" appears 2 times
"lobulated" appears 2 times
"unbroken" appears 2 times
"walnut" appears 2 times
"approach" appears 2 times
"insufflation" appears 2 times
"densely" appears 2 times
"genio" appears 2 times
"embryonic" appears 2 times
"fore" appears 2 times
"snipped" appears 2 times
"lymphangiomatous" appears 2 times
"discover" appears 2 times
"stenson" appears 2 times
"digastric" appears 2 times
"heals" appears 2 times
"concretion" appears 2 times
"cauterising" appears 2 times
"mumps" appears 2 times
"lasts" appears 2 times
"resolution" appears 2 times
"testis" appears 2 times
"xerostomia" appears 2 times
"arsenic" appears 2 times
"poultices" appears 2 times
"phlegmonous" appears 2 times
"infect" appears 2 times
"ossicles" appears 2 times
"incus" appears 2 times
"obstructive" appears 2 times
"paracusis" appears 2 times
"diplacusis" appears 2 times
"acustica" appears 2 times
"hear" appears 2 times
"indicative" appears 2 times
"galvanic" appears 2 times
"bris" appears 2 times
"accept" appears 2 times
"whisper" appears 2 times
"inspect" appears 2 times
"transparency" appears 2 times
"bulged" appears 2 times
"observer" appears 2 times
"inflate" appears 2 times
"directing" appears 2 times
"beak" appears 2 times
"funnel" appears 2 times
"guidance" appears 2 times
"presenting" appears 2 times
"cerumen" appears 2 times
"warm" appears 2 times
"comfortably" appears 2 times
"bicarbonate" appears 2 times
"aspergillus" appears 2 times
"lotions" appears 2 times
"furunculosis" appears 2 times
"dram" appears 2 times
"maggots" appears 2 times
"larv" appears 2 times
"insects" appears 2 times
"beads" appears 2 times
"buttons" appears 2 times
"killed" appears 2 times
"bezold" appears 2 times
"schwartze" appears 2 times
"sprayed" appears 2 times
"sunken" appears 2 times
"concha" appears 2 times
"chink" appears 2 times
"spatula" appears 2 times
"forefinger" appears 2 times
"chambers" appears 2 times
"mucosa" appears 2 times
"concretions" appears 2 times
"plugging" appears 2 times
"cannula" appears 2 times
"curetted" appears 2 times
"rosenm" appears 2 times
"ller" appears 2 times
"hartmann" appears 2 times
"thyreoidea" appears 2 times
"ima" appears 2 times
"aorta" appears 2 times
"fascial" appears 2 times
"pericardium" appears 2 times
"hypoblastic" appears 2 times
"terminating" appears 2 times
"scalene" appears 2 times
"draught" appears 2 times
"came" appears 2 times
"throttling" appears 2 times
"strangling" appears 2 times
"husky" appears 2 times
"homicidal" appears 2 times
"intent" appears 2 times
"platysma" appears 2 times
"wounded" appears 2 times
"express" appears 2 times
"paroxysms" appears 2 times
"withdraw" appears 2 times
"thymic" appears 2 times
"epigastrium" appears 2 times
"glomus" appears 2 times
"carotica" appears 2 times
"cretinism" appears 2 times
"bronchocele" appears 2 times
"districts" appears 2 times
"goitres" appears 2 times
"scabbard" appears 2 times
"hyperthyreoidism" appears 2 times
"ic" appears 2 times
"insufficiency" appears 2 times
"th" appears 2 times
"strumipriva" appears 2 times
"frothy" appears 2 times
"basedow" appears 2 times
"thyreotoxicosis" appears 2 times
"intoxication" appears 2 times
"graefe" appears 2 times
"fright" appears 2 times
"sedatives" appears 2 times
"preparation" appears 2 times
"pouches" appears 2 times
"headed" appears 2 times
"sophagoscopy" appears 2 times
"strictures" appears 2 times
"porridge" appears 2 times
"scratch" appears 2 times
"alcoholics" appears 2 times
"eject" appears 2 times
"unmasticated" appears 2 times
"urgency" appears 2 times
"safely" appears 2 times
"catches" appears 2 times
"globus" appears 2 times
"hystericus" appears 2 times
"hurry" appears 2 times
"strangers" appears 2 times
"sophagospasm" appears 2 times
"remembered" appears 2 times
"regurgitates" appears 2 times
"inaccessible" appears 2 times
"variation" appears 2 times
"hunger" appears 2 times
"laryngoscopic" appears 2 times
"preference" appears 2 times
"symonds" appears 2 times
"hill" appears 2 times
"glottidis" appears 2 times
"glottic" appears 2 times
"jackson" appears 2 times
"sufferings" appears 2 times
"thyreoidism" appears 2 times
"file" appears 2 times
"files" appears 2 times
"formats" appears 2 times
"owns" appears 2 times
"paying" appears 2 times
"royalties" appears 2 times
"concept" appears 2 times
"research" appears 2 times
"redistribution" appears 2 times
"redistributing" appears 2 times
"intellectual" appears 2 times
"references" appears 2 times
"concerning" appears 2 times
"sentence" appears 2 times
"copied" appears 2 times
"vanilla" appears 2 times
"ascii" appears 2 times
"specified" appears 2 times
